iter	RMSE
0	0.1035550866
1	0.07072985265
2	0.104116735
3	0.0708044292
4	0.1063554381
5	0.07028112031
6	0.07982708834
7	0.0304721568
8	0.07931793863
9	0.03120739236
10	0.08307929258
11	0.02961701862
12	0.06012745886
13	0.01183058961
14	0.06395328523
15	0.01276649755
16	0.06415627215
17	0.01345824176

53
